	Code	Name
COG3409	M	Cell wall/membrane/envelope biogenesis
COG3410	S	Function unknown
COG3411	C	Energy production and conversion
COG3412	T	Signal transduction mechanisms
COG3413	R	General function prediction only
COG3414	G	Carbohydrate transport and metabolism
COG3415	X	Mobilome: prophages, transposons
COG3416	S	Function unknown
COG3417	M	Cell wall/membrane/envelope biogenesis
COG3418	N	Cell motility
COG3418	U	Intracellular trafficking, secretion, and vesicular transport
COG3419	N	Cell motility
COG3419	W	Extracellular structures
COG3420	P	Inorganic ion transport and metabolism
COG3421	S	Function unknown
COG3422	S	Function unknown
COG3423	K	Transcription
COG3424	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3425	I	Lipid transport and metabolism
COG3426	C	Energy production and conversion
COG3427	C	Energy production and conversion
COG3428	S	Function unknown
COG3429	G	Carbohydrate transport and metabolism
COG3430	N	Cell motility
COG3431	S	Function unknown
COG3432	K	Transcription
COG3433	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3434	T	Signal transduction mechanisms
COG3435	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3436	X	Mobilome: prophages, transposons
COG3437	T	Signal transduction mechanisms
COG3439	S	Function unknown
COG3440	V	Defense mechanisms
COG3442	R	General function prediction only
COG3443	P	Inorganic ion transport and metabolism
COG3444	G	Carbohydrate transport and metabolism
COG3445	H	Coenzyme transport and metabolism
COG3447	T	Signal transduction mechanisms
COG3448	T	Signal transduction mechanisms
COG3449	L	Replication, recombination and repair
COG3450	R	General function prediction only
COG3451	U	Intracellular trafficking, secretion, and vesicular transport
COG3452	T	Signal transduction mechanisms
COG3453	R	General function prediction only
COG3454	P	Inorganic ion transport and metabolism
COG3455	U	Intracellular trafficking, secretion, and vesicular transport
COG3456	T	Signal transduction mechanisms
COG3456	U	Intracellular trafficking, secretion, and vesicular transport
COG3457	E	Amino acid transport and metabolism
COG3458	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3459	G	Carbohydrate transport and metabolism
COG3460	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3461	S	Function unknown
COG3462	S	Function unknown
COG3463	S	Function unknown
COG3464	X	Mobilome: prophages, transposons
COG3465	S	Function unknown
COG3466	X	Mobilome: prophages, transposons
COG3467	V	Defense mechanisms
COG3468	M	Cell wall/membrane/envelope biogenesis
COG3468	U	Intracellular trafficking, secretion, and vesicular transport
COG3469	G	Carbohydrate transport and metabolism
COG3470	M	Cell wall/membrane/envelope biogenesis
COG3470	I	Lipid transport and metabolism
COG3471	S	Function unknown
COG3472	S	Function unknown
COG3473	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3474	C	Energy production and conversion
COG3475	I	Lipid transport and metabolism
COG3476	T	Signal transduction mechanisms
COG3477	S	Function unknown
COG3478	R	General function prediction only
COG3479	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3480	T	Signal transduction mechanisms
COG3481	J	Translation, ribosomal structure and biogenesis
COG3482	S	Function unknown
COG3483	E	Amino acid transport and metabolism
COG3484	O	Posttranslational modification, protein turnover, chaperones
COG3485	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3486	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3487	S	Function unknown
COG3488	R	General function prediction only
COG3489	S	Function unknown
COG3490	S	Function unknown
COG3491	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3492	S	Function unknown
COG3493	C	Energy production and conversion
COG3494	S	Function unknown
COG3495	S	Function unknown
COG3496	S	Function unknown
COG3497	X	Mobilome: prophages, transposons
COG3498	X	Mobilome: prophages, transposons
COG3499	X	Mobilome: prophages, transposons
COG3500	X	Mobilome: prophages, transposons
COG3501	U	Intracellular trafficking, secretion, and vesicular transport
COG3501	X	Mobilome: prophages, transposons
COG3501	R	General function prediction only
COG3502	S	Function unknown
COG3503	S	Function unknown
COG3504	U	Intracellular trafficking, secretion, and vesicular transport
COG3505	U	Intracellular trafficking, secretion, and vesicular transport
COG3506	S	Function unknown
COG3507	G	Carbohydrate transport and metabolism
COG3508	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3509	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3510	V	Defense mechanisms
COG3511	M	Cell wall/membrane/envelope biogenesis
COG3512	V	Defense mechanisms
COG3513	V	Defense mechanisms
COG3514	S	Function unknown
COG3515	U	Intracellular trafficking, secretion, and vesicular transport
COG3516	U	Intracellular trafficking, secretion, and vesicular transport
COG3517	U	Intracellular trafficking, secretion, and vesicular transport
COG3518	U	Intracellular trafficking, secretion, and vesicular transport
COG3519	U	Intracellular trafficking, secretion, and vesicular transport
COG3520	U	Intracellular trafficking, secretion, and vesicular transport
COG3521	U	Intracellular trafficking, secretion, and vesicular transport
COG3522	U	Intracellular trafficking, secretion, and vesicular transport
COG3523	U	Intracellular trafficking, secretion, and vesicular transport
COG3524	M	Cell wall/membrane/envelope biogenesis
COG3525	G	Carbohydrate transport and metabolism
COG3526	S	Function unknown
COG3527	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3528	S	Function unknown
COG3529	R	General function prediction only
COG3530	S	Function unknown
COG3531	O	Posttranslational modification, protein turnover, chaperones
COG3533	S	Function unknown
COG3534	G	Carbohydrate transport and metabolism
COG3535	S	Function unknown
COG3536	S	Function unknown
COG3537	G	Carbohydrate transport and metabolism
COG3538	S	Function unknown
COG3539	N	Cell motility
COG3540	P	Inorganic ion transport and metabolism
COG3541	R	General function prediction only
COG3542	R	General function prediction only
COG3543	S	Function unknown
COG3544	S	Function unknown
COG3545	R	General function prediction only
COG3546	P	Inorganic ion transport and metabolism
COG3547	X	Mobilome: prophages, transposons
COG3548	S	Function unknown
COG3549	V	Defense mechanisms
COG3550	T	Signal transduction mechanisms
COG3551	S	Function unknown
COG3552	S	Function unknown
COG3553	S	Function unknown
COG3554	S	Function unknown
COG3555	O	Posttranslational modification, protein turnover, chaperones
COG3556	S	Function unknown
COG3557	S	Function unknown
COG3558	S	Function unknown
COG3559	U	Intracellular trafficking, secretion, and vesicular transport
COG3560	R	General function prediction only
COG3561	X	Mobilome: prophages, transposons
COG3562	M	Cell wall/membrane/envelope biogenesis
COG3563	M	Cell wall/membrane/envelope biogenesis
COG3564	S	Function unknown
COG3565	R	General function prediction only
COG3566	S	Function unknown
COG3567	S	Function unknown
COG3568	R	General function prediction only
COG3569	L	Replication, recombination and repair
COG3570	V	Defense mechanisms
COG3571	R	General function prediction only
COG3572	H	Coenzyme transport and metabolism
COG3573	R	General function prediction only
COG3575	S	Function unknown
COG3576	R	General function prediction only
COG3577	R	General function prediction only
COG3579	E	Amino acid transport and metabolism
COG3580	R	General function prediction only
COG3581	R	General function prediction only
COG3582	R	General function prediction only
COG3583	S	Function unknown
COG3584	S	Function unknown
COG3585	H	Coenzyme transport and metabolism
COG3586	S	Function unknown
COG3587	V	Defense mechanisms
COG3588	G	Carbohydrate transport and metabolism
COG3589	S	Function unknown
COG3590	O	Posttranslational modification, protein turnover, chaperones
COG3591	E	Amino acid transport and metabolism
COG3592	S	Function unknown
COG3593	L	Replication, recombination and repair
COG3594	G	Carbohydrate transport and metabolism
COG3595	S	Function unknown
COG3596	R	General function prediction only
COG3597	S	Function unknown
COG3598	L	Replication, recombination and repair
COG3599	D	Cell cycle control, cell division, chromosome partitioning
COG3600	X	Mobilome: prophages, transposons
COG3601	H	Coenzyme transport and metabolism
COG3602	S	Function unknown
COG3603	S	Function unknown
COG3604	K	Transcription
COG3604	T	Signal transduction mechanisms
COG3605	T	Signal transduction mechanisms
COG3607	R	General function prediction only
COG3608	R	General function prediction only
COG3609	K	Transcription
COG3610	S	Function unknown
COG3611	L	Replication, recombination and repair
COG3612	S	Function unknown
COG3613	F	Nucleotide transport and metabolism
COG3614	T	Signal transduction mechanisms
COG3615	S	Function unknown
COG3616	E	Amino acid transport and metabolism
COG3617	X	Mobilome: prophages, transposons
COG3618	R	General function prediction only
COG3619	S	Function unknown
COG3620	K	Transcription
COG3621	R	General function prediction only
COG3622	G	Carbohydrate transport and metabolism
COG3623	G	Carbohydrate transport and metabolism
COG3624	P	Inorganic ion transport and metabolism
COG3625	P	Inorganic ion transport and metabolism
COG3626	P	Inorganic ion transport and metabolism
COG3627	P	Inorganic ion transport and metabolism
COG3628	X	Mobilome: prophages, transposons
COG3629	T	Signal transduction mechanisms
COG3630	C	Energy production and conversion
COG3631	R	General function prediction only
COG3633	E	Amino acid transport and metabolism
COG3634	V	Defense mechanisms
COG3635	G	Carbohydrate transport and metabolism
COG3636	X	Mobilome: prophages, transposons
COG3637	M	Cell wall/membrane/envelope biogenesis
COG3638	P	Inorganic ion transport and metabolism
COG3639	P	Inorganic ion transport and metabolism
COG3640	O	Posttranslational modification, protein turnover, chaperones
COG3641	S	Function unknown
COG3642	J	Translation, ribosomal structure and biogenesis
COG3643	E	Amino acid transport and metabolism
COG3644	S	Function unknown
COG3645	X	Mobilome: prophages, transposons
COG3646	X	Mobilome: prophages, transposons
COG3647	S	Function unknown
COG3648	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3649	V	Defense mechanisms
COG3650	S	Function unknown
COG3651	S	Function unknown
COG3652	S	Function unknown
COG3653	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3654	X	Mobilome: prophages, transposons
COG3655	K	Transcription
COG3656	S	Function unknown
COG3657	V	Defense mechanisms
COG3658	C	Energy production and conversion
COG3659	M	Cell wall/membrane/envelope biogenesis
COG3660	D	Cell cycle control, cell division, chromosome partitioning
COG3661	G	Carbohydrate transport and metabolism
COG3662	S	Function unknown
COG3663	L	Replication, recombination and repair
COG3664	G	Carbohydrate transport and metabolism
COG3665	S	Function unknown
COG3666	X	Mobilome: prophages, transposons
COG3667	P	Inorganic ion transport and metabolism
COG3668	X	Mobilome: prophages, transposons
COG3669	G	Carbohydrate transport and metabolism
COG3670	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3671	S	Function unknown
COG3672	O	Posttranslational modification, protein turnover, chaperones
COG3673	S	Function unknown
COG3675	I	Lipid transport and metabolism
COG3676	X	Mobilome: prophages, transposons
COG3677	X	Mobilome: prophages, transposons
COG3678	O	Posttranslational modification, protein turnover, chaperones
COG3679	T	Signal transduction mechanisms
COG3680	S	Function unknown
COG3681	E	Amino acid transport and metabolism
COG3682	K	Transcription
COG3683	R	General function prediction only
COG3684	G	Carbohydrate transport and metabolism
COG3685	P	Inorganic ion transport and metabolism
COG3686	S	Function unknown
COG3687	R	General function prediction only
COG3688	R	General function prediction only
COG3689	S	Function unknown
COG3691	S	Function unknown
COG3692	S	Function unknown
COG3693	G	Carbohydrate transport and metabolism
COG3694	R	General function prediction only
COG3695	K	Transcription
COG3696	P	Inorganic ion transport and metabolism
COG3697	H	Coenzyme transport and metabolism
COG3697	I	Lipid transport and metabolism
COG3698	S	Function unknown
COG3700	P	Inorganic ion transport and metabolism
COG3700	R	General function prediction only
COG3701	U	Intracellular trafficking, secretion, and vesicular transport
COG3702	U	Intracellular trafficking, secretion, and vesicular transport
COG3703	P	Inorganic ion transport and metabolism
COG3704	U	Intracellular trafficking, secretion, and vesicular transport
COG3705	E	Amino acid transport and metabolism
