term	name	hierarchy
GO:0016154	pyrimidine-nucleoside phosphorylase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors|pyruvate dehydrogenase activity
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors|oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function|catalytic activity|oxidoreductase activity|dioxygenase activity
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0055036	virion membrane	cellular_component|membrane
GO:0045300	acyl-[acyl-carrier-protein] desaturase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0005198	structural molecule activity	molecular_function
GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0050531	mannosyl-3-phosphoglycerate phosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen	molecular_function|catalytic activity|oxidoreductase activity|monooxygenase activity
GO:0019904	protein domain specific binding	molecular_function|binding|protein binding
GO:0008140	cAMP response element binding protein binding	molecular_function|binding|protein binding|transcription factor binding
GO:0019615	catechol catabolic process, ortho-cleavage	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic compound catabolic process|beta-ketoadipate pathway
GO:0019615	catechol catabolic process, ortho-cleavage	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic compound catabolic process|beta-ketoadipate pathway
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides
GO:0004148	dihydrolipoyl dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H|oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0004148	dihydrolipoyl dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H|oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0008812	choline dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors
GO:0050983	obsolete deoxyhypusine biosynthetic process from spermidine	
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors
GO:0016651	oxidoreductase activity, acting on NAD(P)H	molecular_function|catalytic activity|oxidoreductase activity
GO:0005549	odorant binding	molecular_function|binding
GO:0004140	dephospho-CoA kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0004140	dephospho-CoA kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0018817	2-oxo-hept-3-ene-1,7-dioate hydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0033222	xylose binding	molecular_function|binding|carbohydrate binding|monosaccharide binding
GO:0033222	xylose binding	molecular_function|binding|small molecule binding|monosaccharide binding
GO:0047400	phosphonoacetate hydrolase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid carbon-phosphorus bonds
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	molecular_function|catalytic activity|lyase activity|phosphorus-oxygen lyase activity
GO:0008879	glucose-1-phosphate thymidylyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|nucleotidyltransferase activity
GO:0004497	monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity
GO:0016817	hydrolase activity, acting on acid anhydrides	molecular_function|catalytic activity|hydrolase activity
GO:0009772	photosynthetic electron transport in photosystem II	biological_process|metabolic process|cellular metabolic process|generation of precursor metabolites and energy|electron transport chain|photosynthetic electron transport chain
GO:0009772	photosynthetic electron transport in photosystem II	biological_process|cellular process|cellular metabolic process|generation of precursor metabolites and energy|electron transport chain|photosynthetic electron transport chain
GO:0051073	adenosylcobinamide-GDP ribazoletransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, for other substituted phosphate groups
GO:0000286	alanine dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0004564	beta-fructofuranosidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0050487	sulfoacetaldehyde acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0009279	cell outer membrane	cellular_component|membrane|outer membrane
GO:0005136	interleukin-4 receptor binding	molecular_function|binding|protein binding|receptor binding|cytokine receptor binding
GO:0006944	membrane fusion	biological_process|cellular process|cellular component organization|membrane organization
GO:0050097	methylaspartate mutase activity	molecular_function|catalytic activity|isomerase activity|intramolecular transferase activity
GO:0004141	dethiobiotin synthase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|cyclo-ligase activity
GO:0004747	ribokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0004747	ribokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity|carbohydrate kinase activity
GO:0006426	glycyl-tRNA aminoacylation	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|amino acid activation|tRNA aminoacylation|tRNA aminoacylation for protein translation
GO:0008772	[isocitrate dehydrogenase (NADP+)] kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity|protein kinase activity
